,V1,V2,Name,Species,PC1,PC2,PC3,PC4,PC5
68,0.51705625,0.48294375,SLG6,exaltata,0.075027965,0.11497988,0.009830424,-0.03001013,-0.020084528
69,1.67e-13,1.0,SLG20,syriaca,-0.15051605,0.09933022400000001,0.018743245,0.014137201,-0.00397468
70,0.7754815159999999,0.224518484,RRL7,exaltata,0.18453191,0.03136763,-0.018564975,0.016763268,-0.017642364
71,0.21475219899999998,0.7852478009999999,FRW1,syriaca,-0.05060773,0.10921349400000001,0.031232597,-0.06312501400000001,0.010424474
72,4.96e-06,0.99999504,FRW10,syriaca,-0.15024582,-0.003146688,0.013740771,-0.053870805,0.01422722
73,0.079517924,0.920482076,MMP5,syriaca,-0.1299282,0.025127431000000002,-0.021422682000000002,0.072516136,-0.02272686
74,0.038666205,0.961333795,MMP13,syriaca,-0.13782565,0.025051307000000002,0.011632821000000002,-0.011191883,0.026637172
75,7.21e-08,0.9999999279999999,PNR1,syriaca,-0.15115465,0.037809648,-0.00031800000000000003,-0.016429191,-0.011034707
76,1.74e-08,0.9999999829999999,CMB11,syriaca,-0.14594585,0.06738358,-0.011765838999999998,0.050858676,0.034067996
77,6.48e-05,0.9999351940000001,CMB19,syriaca,-0.15302579,0.06539814,-0.0025254970000000002,0.037721425,0.030975468
78,1.33e-10,1.0,CMB27,syriaca,-0.1576714,0.034235477,0.008253193,0.05505759599999999,0.03212818
79,0.000496485,0.999503515,SLG8,syriaca,-0.14859495,-0.0032713670000000003,-0.008316635,-0.002811593,0.016608605
80,4.85e-07,0.999999515,SLG23,syriaca,-0.14970806,0.07580838,-0.004923468,0.043004792,-0.0067375709999999995
81,0.623128833,0.376871167,RRL16,exaltata,0.10260651,0.08454814,0.005238342,-0.04579149,0.0016914879999999999
82,0.0047336209999999995,0.995266379,FRW2,syriaca,-0.15063846,0.046492665999999995,0.002480024,-0.05429167,-0.014998959
83,0.00013309,0.99986691,FRW11,syriaca,-0.1579392,0.043121707,0.013293673999999998,-0.054458883,0.011560478999999999
84,6.99e-06,0.9999930109999999,MMP6,syriaca,-0.17312850000000002,0.044026997000000005,-0.012078056,0.00563753,-0.018861938
85,3.83e-06,0.999996167,MMP14,syriaca,-0.15130396,0.06555398,0.008235991,0.01898534,-0.002064494
86,9.220000000000002e-12,1.0,PNR2,hybrid,-0.16445285,0.07848246,0.019091861,-0.018959748000000002,-0.015882438000000002
87,0.34430792200000004,0.655692078,RF13,exaltata,0.0015362210000000002,0.16885471,-0.009236567,-0.015274061,-0.02560931
88,0.005588913,0.994411087,CMB20,syriaca,-0.14990556,0.056557500000000004,-0.01603368,0.048744097,0.021707367
89,0.000153566,0.9998464340000001,CMB28,syriaca,-0.14759964,0.06258631,-0.026102945,0.04185907,0.018085547
90,5.06e-06,0.999994941,SLG10,syriaca,-0.14696942,0.13452645,0.020129044,-0.033381626,0.00568278
91,0.6682836329999999,0.331716367,LFS1,exaltata,0.14893982,0.09393406,-0.005926215,0.000167,0.022491459
92,0.8011131340000001,0.19888686600000002,LFS2,exaltata,0.20754763,0.041964617,-0.029116265,-0.022188267,-0.01943102
93,0.849467133,0.150532867,LFS11,exaltata,0.23806697,-0.011749635,-0.036106533999999996,0.0021134079999999998,0.005927893
95,0.738083374,0.26191662600000004,HR1,quadrifolia,0.16198444,0.008937688000000001,0.012163058000000001,-0.026320282,0.112699404
96,0.75375204,0.24624796,PTW3,exaltata,0.18071818,0.047848243,-0.027452221000000002,-0.018857608,-0.003543879
98,0.000614008,0.999385992,LM7,quadrifolia,-0.16255394,0.026945088,0.005793692,-0.00162205,-0.010924076000000001
99,0.023169081,0.9768309190000001,LM15,syriaca,-0.14562039999999998,0.011852978,-0.022589222000000003,0.060479973,0.00362982
100,0.017437742,0.982562258,LM23,syriaca,-0.14562447,0.011604244,0.00401791,0.000627,0.037859425
101,0.013291859,0.9867081409999999,MKP5,syriaca,-0.13889363,0.008105108,0.023663571,-0.02436999,0.01749765
102,0.10402293300000001,0.895977067,RF5,syriaca,-0.124611475,-0.096212015,-0.02139789,0.006478561999999999,-0.0024641529999999997
103,0.778834365,0.221165635,LFS3,exaltata,0.1909399,-0.019070385,-0.024701202000000002,-0.048950787999999995,-0.05607062
104,0.7453528509999999,0.25464714899999996,LFS12,exaltata,0.16673444,0.06515192,-0.015066069,-0.03801759,0.04161193
106,7.290000000000001e-05,0.999927077,RGT1,syriaca,-0.15168317,0.033857502000000005,0.011453482,-0.04868778,-0.019132653
107,0.9312720959999999,0.068727904,HR2,quadrifolia,0.25719288,-0.12759417,0.000147,-0.0003,0.15151070000000003
108,0.809388787,0.190611213,PTW4,exaltata,0.19568281,0.048862512999999996,-0.008012439,-0.024012506,0.031458203
109,0.004824874,0.9951751259999999,LM8,quadrifolia,-0.1480471,-0.00400479,-0.012604088000000001,0.004427984,0.011341558
110,0.068588136,0.9314118640000001,LM16,syriaca,-0.13836296,-0.009065274,-0.036967956,0.03991587,0.025614455
111,0.054029707,0.945970293,LM25,syriaca,-0.13736762,-0.015967635,0.010379391,0.034792203,0.03588726
112,0.035200284,0.9647997159999999,MKP6,syriaca,-0.13843215,-0.0021776,0.012263763,-0.019851288,0.023509206
113,0.9999985370000001,1.46e-06,LFS4,exaltata,0.31233385,-0.045830548,-0.018572476,0.017252767,0.011663171000000002
114,0.889442528,0.11055747199999999,LFS13,exaltata,0.23658775,-0.0018805629999999998,-0.033371627,-0.01921562,0.024184302999999997
115,0.0007171069999999999,0.999282893,RGT2,syriaca,-0.14450678,0.07140057,0.001306511,-0.044223584,0.016544733
116,0.5561274629999999,0.443872537,HR3,quadrifolia,0.08099741,0.05230351,0.03623921,-0.028569177,0.11539169
117,0.75492487,0.24507513,PTW5,exaltata,0.18941139,0.02003968,-0.026029779,0.003272759,-0.02584784
118,0.003948025,0.996051975,LM1,quadrifolia,-0.15242015,-0.009695889000000001,-0.003288573,0.0033875290000000002,0.028237232999999997
119,0.052886087000000005,0.9471139129999999,LM9,syriaca,-0.14238282,-0.017038868999999998,-0.027967053,0.0767193,0.048977003
120,0.029370801000000002,0.9706291990000001,LM17,syriaca,-0.14447051,0.026225942999999998,-0.03602906,0.054391693,0.04143836
121,0.001928329,0.9980716709999999,SLG21,syriaca,-0.1463313,0.000605,-0.001109625,-0.005275035,0.018053228
122,2.07e-05,0.99997927,MKP7,syriaca,-0.15203074,0.052147165,0.016380873,-0.035952263,0.023267692000000003
123,0.939530535,0.060469465,LFS5,exaltata,0.2647414,-0.046811125999999995,-0.01501116,-0.025663567999999998,0.02080563
124,0.5846500020000001,0.41534999799999994,LFS14,exaltata,0.08968435,0.08626045,-0.02500519,-0.035358656,0.012624531999999999
125,4.0500000000000004e-13,1.0,RGT3,syriaca,-0.15584128,0.07518308,0.0037231459999999997,-0.02951843,-0.011775681000000001
126,0.985029884,0.014970116,HR4,quadrifolia,0.29728264,-0.15390638,0.004265179,0.007508005,0.14744575
127,0.889679778,0.110320222,PTW6,exaltata,0.23300663,-0.012623371999999999,-0.028743105,0.011245348999999998,-0.004305593
128,0.11978824699999999,0.880211753,SLG17,syriaca,-0.13248827,-0.09354293,-0.024119437,0.098862045,0.015781797
129,1.1e-05,0.99998903,LM10,syriaca,-0.15124053,0.058192227,-0.005669976,0.031059628,0.01991905
130,0.078839017,0.9211609829999999,LM18,syriaca,-0.13517128,-0.072032504,-0.04245437,0.05020922,0.04545799
131,0.022240909,0.9777590909999999,LM28,syriaca,-0.15968429,-0.011477605,-0.008866748,-0.005382933,-0.032888845
132,0.0014069579999999998,0.998593042,MKP8,syriaca,-0.141526,-0.008287003000000001,-0.005920811999999999,-0.010369375,0.014277453999999998
133,1.27e-05,0.999987321,RF8,syriaca,-0.14614856,0.022480957000000003,-0.003261458,-0.025468005,0.00607383
134,0.749654248,0.250345752,LFS6,exaltata,0.19801289,0.024757607,-0.00892086,0.000781,0.01066535
135,0.7502237009999999,0.24977629899999998,LFS15,exaltata,0.16714054,0.047781292,-0.024727799999999998,-0.021874605,-0.034045044
136,5.87e-08,0.9999999409999999,RGT4,syriaca,-0.15540215,0.12540714,0.02480554,-0.04463607,-0.01361748
137,0.871563798,0.128436202,HR5,quadrifolia,0.22797821,-0.0738076,0.011613997,-0.013360748,0.15522833
138,0.858935193,0.141064807,PTW7,exaltata,0.23331234,-0.025517404,-0.045188393,-0.021589246,-0.045538722999999996
139,0.9007468909999999,0.099253109,LM3,quadrifolia,0.2342754,-0.10005462,-0.003106752,-0.01407674,0.14931569
140,2.79e-06,0.999997212,LM11,syriaca,-0.15644804,0.03973245,-0.001802433,0.05426307,0.033506904
141,0.03928805,0.96071195,MKP1,syriaca,-0.14044514,-0.02565258,0.0030467209999999996,-0.002687147,0.011338972
142,0.09987375400000001,0.9001262459999999,RF1,syriaca,-0.13320608,-0.08687521,-0.014813568999999999,-0.008473865,-0.022269186
143,0.010697208,0.989302792,RF9,syriaca,-0.15105805,0.002563866,0.013095846999999999,-0.037288497999999996,-0.0138433
144,0.729682582,0.27031741800000003,LFS7,exaltata,0.17719644,0.05958963,-0.010165001,0.002330665,-0.008198241
147,0.0004915809999999999,0.9995084190000001,RGT5,syriaca,-0.15488304,0.13445702,0.042844284,-0.04662212,0.011376651000000002
148,0.740682725,0.259317275,HR6,quadrifolia,0.17038587,0.001165478,0.016023548000000002,-0.026297715,0.13365489
149,0.622845958,0.377154042,PTW8,exaltata,0.12868279999999999,0.037533168,0.02752873,-0.02621381,0.11247898
150,0.006060674,0.9939393259999999,LM12,syriaca,-0.14721128,-0.002324198,-0.01882453,0.05884237,0.016840542
151,3.15e-07,0.999999685,LM20,syriaca,-0.14461689,0.055093754,0.02695653,0.006439617,0.024980776
152,0.022972568999999998,0.9770274309999999,MKP2,syriaca,-0.14775181,-4.52e-05,0.0019047170000000002,-0.025417019,0.02902095
153,0.073558211,0.9264417890000001,RF2,syriaca,-0.13806543,-0.001010613,0.003304543,-0.017658273000000002,-0.021717524
154,0.040955177999999995,0.9590448220000001,RF10,syriaca,-0.13720673,0.029903392999999997,0.022271907,-0.04876577,-0.010880322
155,0.757396793,0.242603207,LFS8,exaltata,0.18760914,0.018774865,-0.0498852,-0.029986099999999998,0.019067645
158,2.8699999999999996e-05,0.999971273,RGT6,syriaca,-0.15684064,0.05008417,-0.008351219,-0.00561308,0.016766625
159,0.91275769,0.08724231,PTW1,exaltata,0.2555181,-0.016012326,-0.029967714,-0.002274369,-0.010248253
160,0.6860401159999999,0.31395988399999997,PTW9,exaltata,0.13831177,0.001287779,0.00131856,-0.025895609,0.11134447
161,0.006113067,0.993886933,LM13,syriaca,-0.15562636,0.023697167999999998,-0.018368958,0.053919375,0.04733111
162,0.000919164,0.999080836,LM21,syriaca,-0.16491607,0.11212478599999999,0.027006945,-0.015419437,0.016364114
163,0.0583956,0.9416044,MKP3,syriaca,-0.13771477,-0.029469365,0.015887395,0.002276755,0.042584646
164,0.015852256999999998,0.984147743,RF3,syriaca,-0.13893817,-0.028526489,0.006190492,-0.030669004,-0.01667366
165,0.006685551,0.9933144490000001,RF11,syriaca,-0.14768954,0.014420991000000001,0.010717831,-0.031881016,-0.0052710890000000005
166,0.465791189,0.5342088110000001,LFS9,exaltata,0.05297256,0.14661801,0.0037821390000000003,-0.01699149,0.0017241429999999998
169,6.5e-07,0.99999935,RGT7,syriaca,-0.15302967,0.06914793,0.015915968,0.0008300000000000001,-0.008221841
170,0.900575798,0.09942420199999999,PTW2,exaltata,0.2551193,-0.039583184,-0.014060517,-0.017520392,-0.018805088
171,0.21187922899999997,0.7881207709999999,PTW10,exaltata,-0.06581477,0.06480811,-0.019444795,-0.016633323999999998,-0.014888222
172,3.79e-06,0.9999962090000001,LM14,syriaca,-0.14492443,0.056391615,-0.007988784,0.038071696,0.01377531
173,0.00386255,0.99613745,LM22,syriaca,-0.15881658,0.06644624,0.016647764,-0.005051349,0.025458592999999998
174,2.38e-06,0.999997617,MKP4,syriaca,-0.15207084,0.014235663,0.012283466000000002,-0.018206552,0.018659767
175,0.067115809,0.932884191,RF4,syriaca,-0.13496968,-0.003746383,-0.002667669,-0.003660792,-0.008746539000000001
176,0.066615797,0.933384203,RF12,syriaca,-0.13687366,0.008389514,0.022290774,-0.002656518,-0.010559208
