,sample_id,site,Archaea|Candidatus Bathyarchaeota,Archaea|Candidatus Korarchaeota,Archaea|Candidatus Verstraetearchaeota,Archaea|Candidatus Woesearchaeota,Archaea|Crenarchaeota,Archaea|Euryarchaeota,Archaea|Thaumarchaeota,Bacteria|Abditibacteriota,Bacteria|Acidobacteria,Bacteria|Actinobacteria,Bacteria|Aquificae,Bacteria|Armatimonadetes,Bacteria|Bacteroidetes,Bacteria|Balneolaeota,Bacteria|Caldiserica,Bacteria|Calditrichaeota,Bacteria|Candidatus Adlerbacteria,Bacteria|Candidatus Amesbacteria,Bacteria|Candidatus Aminicenantes,Bacteria|Candidatus Andersenbacteria,Bacteria|Candidatus Atribacteria,Bacteria|Candidatus Azambacteria,Bacteria|Candidatus Beckwithbacteria,Bacteria|Candidatus Berkelbacteria,Bacteria|Candidatus Bipolaricaulota,Bacteria|Candidatus Buchananbacteria,Bacteria|Candidatus Campbellbacteria,Bacteria|Candidatus Chisholmbacteria,Bacteria|Candidatus Cloacimonetes,Bacteria|Candidatus Collierbacteria,Bacteria|Candidatus Curtissbacteria,Bacteria|Candidatus Dadabacteria,Bacteria|Candidatus Doudnabacteria,Bacteria|Candidatus Edwardsbacteria,Bacteria|Candidatus Eisenbacteria,Bacteria|Candidatus Falkowbacteria,Bacteria|Candidatus Fermentibacteria,Bacteria|Candidatus Giovannonibacteria,Bacteria|Candidatus Gottesmanbacteria,Bacteria|Candidatus Gracilibacteria,Bacteria|Candidatus Harrisonbacteria,Bacteria|Candidatus Jacksonbacteria,Bacteria|Candidatus Jorgensenbacteria,Bacteria|Candidatus Kaiserbacteria,Bacteria|Candidatus Kapabacteria,Bacteria|Candidatus Kerfeldbacteria,Bacteria|Candidatus Kryptonia,Bacteria|Candidatus Latescibacteria,Bacteria|Candidatus Levybacteria,Bacteria|Candidatus Liptonbacteria,Bacteria|Candidatus Magasanikbacteria,Bacteria|Candidatus Marinimicrobia,Bacteria|Candidatus Melainabacteria,Bacteria|Candidatus Microgenomates,Bacteria|Candidatus Moranbacteria,Bacteria|Candidatus Niyogibacteria,Bacteria|Candidatus Nomurabacteria,Bacteria|Candidatus Omnitrophica,Bacteria|Candidatus Pacebacteria,Bacteria|Candidatus Parcubacteria,Bacteria|Candidatus Peregrinibacteria,Bacteria|Candidatus Poribacteria,Bacteria|Candidatus Portnoybacteria,Bacteria|Candidatus Roizmanbacteria,Bacteria|Candidatus Rokubacteria,Bacteria|Candidatus Ryanbacteria,Bacteria|Candidatus Saccharibacteria,Bacteria|Candidatus Schekmanbacteria,Bacteria|Candidatus Staskawiczbacteria,Bacteria|Candidatus Sumerlaeota,Bacteria|Candidatus Sungbacteria,Bacteria|Candidatus Taylorbacteria,Bacteria|Candidatus Tectomicrobia,Bacteria|Candidatus Terrybacteria,Bacteria|Candidatus Uhrbacteria,Bacteria|Candidatus Vogelbacteria,Bacteria|Candidatus Wildermuthbacteria,Bacteria|Candidatus Woesebacteria,Bacteria|Candidatus Wolfebacteria,Bacteria|Candidatus Yanofskybacteria,Bacteria|Candidatus Yonathbacteria,Bacteria|Candidatus Zambryskibacteria,Bacteria|Chlamydiae,Bacteria|Chlorobi,Bacteria|Chloroflexi,Bacteria|Chrysiogenetes,Bacteria|Coprothermobacterota,Bacteria|Cyanobacteria,Bacteria|Deferribacteres,Bacteria|Deinococcus-Thermus,Bacteria|Dictyoglomi,Bacteria|Elusimicrobia,Bacteria|Fibrobacteres,Bacteria|Firmicutes,Bacteria|Fusobacteria,Bacteria|Gemmatimonadetes,Bacteria|Ignavibacteriae,Bacteria|Kiritimatiellaeota,Bacteria|Lentisphaerae,Bacteria|Nitrospinae,Bacteria|Nitrospirae,Bacteria|Planctomycetes,Bacteria|Proteobacteria,Bacteria|Rhodothermaeota,Bacteria|Spirochaetes,Bacteria|Synergistetes,Bacteria|Tenericutes,Bacteria|Thermodesulfobacteria,Bacteria|Thermotogae,Bacteria|Verrucomicrobia,Bacteria|candidate division AD3,Bacteria|candidate division CPR2,Bacteria|candidate division CPR3,Bacteria|candidate division NC10,Bacteria|candidate division WPS-2,Bacteria|candidate division WWE3,Bacteria|candidate division Zixibacteria,Eukaryota|Apicomplexa,Eukaryota|Ascomycota,Eukaryota|Bacillariophyta,Eukaryota|Basidiomycota,Eukaryota|Blastocladiomycota,Eukaryota|Chlorophyta,Eukaryota|Chytridiomycota,Eukaryota|Cryptomycota,Eukaryota|Microsporidia,Eukaryota|Mucoromycota,Eukaryota|Streptophyta,Eukaryota|Zoopagomycota
253,LM4,LM,0,0,0,0,0,0.00473,0.00621,0,0.13746,3.1668,0,0.00246,0.37108,0,0,0,0.00077,0,0.00034,0,0.001,0,0,0,0.00186,0,0,0,0.00058,0,0,0,0.00021,0,0.00027,0.00033,0,0,0.00014,0,0,0,0,0.00024,0,0,0,0.00016,0,0,0.00017,0,0,0.00014,0,0,0.00154,0.00049,0,0.00294,0.00129,0,0,0,0.00459,0,0.00378,0.00032,0,0.00208,0,0.0002,0,0,0,0.00039,0,0,0,0,0,0.00021,0.00449,0.01493,0.01682,0.00129,0,0.02233,0.00019,0.02943,0,0.00182,0,0.07735,0,0.04649,0.00147,0.00293,0.0009,0.00073,0.03642,0.01855,9.28235,0.00068,0.00233,0.0054,0.00104,0.00043,0.00102,0.10487,0,0,0,0.00481,0.00019,0,0,0.00051,0.00528,0,0.00133,0,0.00041,0,0,0,0,0,0
254,LM5,LM,0,0,0,0,0.00115,0.00687,0.00817,0,0.18224,5.59881,0,0.00352,0.12596,0,0,0.00072,0.00129,0,0.00031,0,0.0003,0.00012,0,0,0.00159,0,0,0,0,0,0,0,0,0,0.00039,0,0,0.00044,0,0,0,0,0,0.00055,0,0,0,0,0.00011,0,0,0,0,0,0,0,0.00032,0.00058,0,0.00525,0.00384,0,0,0,0.00685,0,0.00163,0,0.00017,0.00436,0.00011,0,0,0.00014,0.00087,0,0,0,0,0.00012,0,0.00252,0.00436,0.02348,0.03636,0,0,0.03301,0,0.0428,0,0.00353,0,0.09533,0,0.07328,0.00234,0.00235,0.0015,0.00081,0.02309,0.03568,10.90982,0.001,0.00036,0.00585,0.00499,0,0.00045,0.16596,0,0,0,0.00426,0,0,0,0,0.00273,0,0.00103,0,0.00026,0,0,0,0,0,0
255,LM6,LM,0,0,0,0,0.00581,0.00251,0.00889,0,0.19511,6.72389,0,0.00411,0.15499,0,0,0,0.00099,0,0.00023,0,0.00306,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00032,0,0.00012,0,0,0,0,0.00015,0,0,0,0,0,0,0,0,0,0,0,0.00012,0,0,0,0.00069,0,0.00056,0,0,0,0,0.00978,0,0.00109,0,0,0.00204,0,0,0,0,0,0,0,0,0,0,0,0,0.00032,0.02168,0.0521,0,0,0.01823,0,0.05137,0,0.00024,0,0.13062,0,0.14145,0,0.00397,0.00146,0.00071,0.03095,0.05331,11.73535,0.00124,0.00013,0.00302,0.00034,0.00033,0.00211,0.17132,0.00015,0,0,0.00057,0,0,0,0,0.00311,0,0.00113,0,0.00071,0,0,0,0,0,0
256,LM7,LM,0,0,0,0,0.00276,0.00673,0.00897,0,0.17717,5.70782,0,0.00241,0.14618,0,0,0,0.00058,0,0.00027,0,0.0006,0,0,0,0.00109,0,0,0,0,0,0,0,0,0,0.00025,0,0,0,0,0,0,0,0,0.0002,0,0,0,0,0,0,0,0,0.00011,0,0,0,0.00027,0.00046,0,0.00091,0.00177,0,0,0,0.00927,0,0.00518,0,0.00011,0.00187,0,0,0,0,0.00082,0,0,0,0,0,0,0,0.00124,0.01222,0.0426,0.00096,0,0.03284,0.00126,0.0332,0.00123,0.00055,0,0.13936,0,0.16459,0.00189,0.00228,0.00114,0.00073,0.01802,0.0302,8.96201,0.00071,0.00088,0.00891,0.01109,0,0.00204,0.13122,0.00016,0,0,0.00306,0,0.00026,0.00096,0.00013,0.00444,0,0.00088,0,0.00037,0,0,0,0,0,0
257,LM8,LM,0,0,0,0,0,0.00235,0.0106,0,0.03934,2.08242,0,0.00085,0.15582,0,0,0,0,0,0,0,0.00027,0,0,0,0.00099,0,0,0,0,0,0,0,0,0,0.00012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014,0,0.00035,0,0,0,0,0.00126,0,0.00405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00135,0.00607,0.00768,0,0,0.00803,0,0.01312,0,0,0,0.03312,0,0.01396,0,0,0.0005,0.00028,0.0142,0.01165,4.29455,0.0003,0.00072,0.00117,0,0,0.00041,0.05032,0,0,0,0.00012,0,0,0,0,0.00141,0,0.00168,0,0,0,0,0,0,0,0
258,LM9,LM,0,0,0,0,0.00133,0.00503,0.02584,0,0.14287,2.61834,0.00118,0.00261,0.48521,0,0,0.00047,0,0,0.00033,0,0.00077,0,0,0,0.00082,0,0.00018,0,0,0,0,0,0.00014,0,0.00034,0,0,0,0,0,0,0.00014,0,0.00019,0,0,0,0,0,0,0,0,0,0.00012,0,0,0.00025,0.00033,0,0.00158,0.00046,0,0,0,0.00642,0,0.00749,0,0,0.00163,0,0,0,0,0.00037,0,0,0,0,0,0,0.00021,0.00188,0.01741,0.02385,0.00134,0,0.02748,0.00053,0.0283,0,0.01039,0,0.11927,0.00159,0.03656,0.00215,0.00312,0.0014,0.00068,0.04275,0.01755,10.28087,0.00088,0.00167,0.00442,0.00502,0.00086,0.0004,0.09561,0,0,0,0.00339,0,0.00036,0,0.00088,0.00617,0,0.002,0,0.00058,0,0,0,0,0,0
259,MKP1,MKP,0,0,0,0,0,0,0,0,0,4.73339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02409,0,0,0,0,0,0,0,0,0,0
260,MKP2,MKP,0,0,0,0,0.00083,0.00559,0.0751,0,0.10357,7.07255,0,0.00158,0.28213,0,0,0.00042,0,0,0.0002,0,0.00161,0,0,0,0.00096,0,0,0,0,0,0,0,0,0,0.00011,0,0,0,0,0,0,0.00017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002,0,0.00025,0.00139,0,0,0,0.00152,0,0.0276,0,0,0.00201,0,0,0,0,0.0003,0,0,0,0,0,0,0,0.00149,0.01256,0.01731,0.00184,0,0.02125,0.00031,0.02546,0,0.00331,0.00037,0.17832,0.00014,0.02684,0.00168,0.00124,0.0006,0.00055,0.01555,0.02303,9.82361,0.00088,0.00179,0.0053,0.00802,0.00172,0.00089,0.0817,0,0,0,0.00363,0.00017,0.00024,0,0.00083,0.15542,0,0.00131,0,0.00042,0,0,0,0.00011,0,0
261,MKP3,MKP,0,0,0,0,0,0.00322,0.05534,0,0.19998,3.2925,0,0.00185,0.99103,0,0,0,0,0,0.00037,0,0.0006,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00017,0,0,0,0.00011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00023,0,0.00253,0.00109,0,0,0,0.00139,0,0.02841,0,0,0.0023,0,0,0,0,0.00034,0,0,0,0,0,0,0,0,0.01365,0.01121,0.00125,0,0.02026,0,0.02543,0,0.0002,0,0.1,0,0.03871,0.00198,0.00236,0.00101,0.00096,0.02748,0.01728,13.73993,0.00101,0.00283,0.00204,0.00151,0,0.00065,0.09129,0,0,0,0.0033,0.00018,0.00017,0,0,0.00133,0,0.00043,0,0.0001,0,0,0,0,0,0
262,MKP4,MKP,0,0,0,0,0.00032,0.00484,0.04232,0,0.18096,3.47462,0.00066,0.00244,0.42353,0,0,0.00023,0,0,0.00031,0,0.00045,0,0,0,0.00095,0,0,0,0,0,0,0,0,0,0.00029,0,0,0,0,0,0,0.00017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00043,0,0,0.00095,0.00021,0,0,0.0032,0,0.0107,0,0,0.00156,0,0,0,0,0.00057,0,0,0,0,0,0,0,0.00247,0.01529,0.01818,0.00228,0,0.02614,0.00029,0.02705,0,0.00022,0,0.08822,0,0.03586,0.00183,0.00243,0.00092,0.00099,0.02507,0.01836,9.6385,0.00111,0.00233,0.00546,0.00239,0.00049,0.00074,0.10326,0,0,0,0.00284,0,0.00011,0,0,0.00189,0,0.00075,0,0.00045,0,0,0,0,0,0
263,MKP5,MKP,0,0,0,0,0,0.00141,0.02727,0,0.18067,3.5948,0,0.00083,0.78965,0,0,0,0.0012,0,0.00042,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0.00017,0,0.0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00012,0,0.00031,0.00014,0,0.00513,0.0009,0,0,0,0.00182,0,0.02719,0,0,0.00168,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01222,0.01347,0,0,0.02229,0,0.03273,0,0.00016,0,0.09621,0,0.05222,0.00107,0.0019,0.00104,0.00112,0.02363,0.01937,16.37179,0.0011,0.00091,0.0001,0.00031,0,0,0.11734,0,0,0,0.00459,0,0.00031,0,0,0.00128,0,0.0002,0,0.00024,0,0,0,0,0,0
264,MKP6,MKP,0,0,0,0,0,0.0028,0.01693,0,0.04171,7.61283,0,0.00135,0.09107,0,0,0,0,0,0.00019,0,0.00039,0,0,0,0.00108,0,0,0,0,0,0,0,0,0,0,0.0003,0,0,0,0,0,0,0,0,0,0,0,0.0003,0,0,0,0,0,0,0,0,0,0.00012,0,0.00012,0.00103,0,0,0,0.00032,0,0.01741,0,0,0.00082,0,0,0,0,0,0,0,0,0,0,0,0,0.0008,0.00739,0.01714,0.00118,0,0.01666,0,0.01886,0,0.00016,0,0.0729,0,0.01959,0.00083,0.00049,0.00071,0.00029,0.00925,0.01385,8.09724,0.00072,0,0.00087,0.00013,0,0.00022,0.03341,0,0,0,0.00016,0,0,0,0,0.06734,0,0.0004,0,0.00021,0,0,0,0,0,0
265,MKP7,MKP,0,0,0,0,0,0,0.01238,0,0.1396,2.76675,0,0.00123,0.86858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011,0,0,0,0,0,0.00015,0,0,0,0,0,0,0.00036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00051,0,0.00848,0,0,0.00395,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00358,0.00227,0,0,0.00858,0,0.00653,0,0.00351,0,0.0261,0,0.02422,0,0,0.00334,0,0.02375,0.01998,22.34665,0.00133,0.00024,0,0,0,0,0.13053,0,0,0,0.00016,0,0,0,0,0.00025,0,0.00016,0,0,0,0,0,0,0,0
266,MKP8,MKP,0,0,0,0,0,0,0.00186,0,0.15592,1.58325,0,0.00012,2.62573,0,0,0,0,0,0.00019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011,0,0,0,0,0,0,0.00021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00236,0,0,0,0,0.00066,0,0.03224,0,0,0.00276,0,0,0,0,0,0,0,0,0,0,0,0.00147,0,0.0113,0.00146,0,0,0.01019,0,0.03438,0,0.0027,0,0.04695,0,0.03738,0,0,0.00099,0,0.00991,0.01666,21.20275,0.00061,0.00051,0,0.00317,0,0,0.11886,0,0,0.00014,0.00029,0,0,0,0.00013,0.00033,0,0.00026,0,0,0,0,0,0,0,0
267,MMP10,MMP,0,0,0,0,0.00165,0.00253,0.01114,0,0.14959,11.15814,0,0.0015,0.21114,0,0,0.00078,0,0,0.0003,0,0.00077,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00012,0,0,0,0,0,0,0.00016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014,0,0.00129,0.00011,0,0,0,0.00237,0,0.0382,0,0,0.00337,0,0,0,0,0,0,0,0,0,0,0,0,0.00333,0.01502,0.01176,0.00292,0,0.01671,0,0.01973,0,0.00017,0,0.09263,0,0.02705,0,0.00167,0,0,0.01738,0.0288,12.83214,0.0006,0.00027,0.00072,0,0,0,0.1269,0.00041,0,0,0.00233,0,0,0,0,0.0031,0,0.0004,0,0.00028,0,0,0,0,0,0
268,MMP11,MMP,0,0,0,0,0,0.00537,0.00689,0,0.19357,6.39135,0.00018,0.00309,0.23661,0,0,0.00018,0.00022,0,0.00025,0,0.00082,0,0,0,0.00081,0,0,0,0,0,0,0,0.00013,0,0.00011,0,0,0,0,0,0,0.00017,0,0.00027,0,0,0,0,0.00011,0,0,0.00012,0.00012,0,0.00018,0,0.00021,0.00035,0,0.00243,0.00221,0,0,0,0.00169,0,0.03294,0,0,0.00219,0,0,0,0,0.00033,0,0,0,0,0,0,0,0.00885,0.02517,0.0258,0.00155,0,0.02934,0,0.03133,0,0.00199,0.00055,0.11764,0,0.02791,0.00191,0.00127,0.00143,0.00065,0.02164,0.0271,11.2945,0.00087,0.00453,0.00556,0.00497,0.00102,0.00036,0.20285,0.00067,0,0,0.00311,0,0.00046,0,0.00028,0.00438,0,0.00131,0,0.00061,0,0,0,0,0,0
269,MMP12,MMP,0,0,0,0,0.00019,0.00284,0.00261,0,0.15161,7.33404,0,0.00306,0.22666,0,0,0.00021,0.00076,0,0.00025,0,0.00035,0.00011,0,0,0.00104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00021,0,0,0,0,0.0001,0.00015,0,0,0.00019,0,0.00128,0,0,0,0,0.00137,0,0.02544,0,0,0.00096,0,0,0,0,0.00064,0,0,0,0,0,0,0,0.00229,0.01172,0.01435,0.00098,0,0.01981,0,0.02203,0,0.0007,0,0.09061,0,0.02153,0.00097,0.00115,0.0007,0.00063,0.01337,0.02229,11.22806,0.00058,0.00062,0.00444,0.00758,0,0.00015,0.13747,0.00056,0,0,0.00221,0,0.0003,0,0.00023,0.00375,0,0.00101,0,0.00031,0,0,0,0,0,0
270,MMP13,MMP,0,0,0,0,0,0.00347,0.00198,0,0.13036,7.86166,0,0.00251,0.38871,0,0,0.00025,0.0003,0,0.00022,0,0.00034,0,0,0,0.0006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00017,0,0.00013,0,0,0,0,0,0,0,0.0001,0,0,0,0,0.0003,0.00021,0,0.00104,0.00267,0,0,0,0.00086,0,0.03145,0,0,0.00147,0,0,0,0,0.00019,0,0,0,0,0,0,0,0.00287,0.01305,0.01,0.00092,0,0.01744,0.00042,0.01948,0,0.00132,0.00022,0.12009,0,0.02395,0.00132,0.00145,0.00115,0.00057,0.0121,0.01963,12.55815,0.00052,0.00263,0.00297,0.00459,0.00052,0.0003,0.12587,0.0003,0,0,0.00017,0,0.00013,0.00049,0.0001,0.14724,0,0.00189,0,0.00032,0,0,0,0,0,0
271,MMP14,MMP,0,0,0,0,0,0.00396,0.00371,0,0.12486,7.97578,0,0.00218,0.38327,0,0,0,0.00069,0,0.00019,0,0.00068,0,0,0,0.00192,0,0,0,0,0,0,0,0.0002,0,0,0,0,0,0.00018,0,0,0.00025,0,0.00012,0,0,0,0,0.00014,0,0,0,0.00117,0,0,0,0.00023,0.0003,0,0.0033,0.00185,0,0,0,0.00142,0,0.03466,0,0.0001,0.00187,0,0,0,0,0.00036,0.00013,0,0,0,0,0,0,0.0043,0.01787,0.01665,0.00128,0,0.03046,0,0.02537,0,0.00308,0.00012,0.1855,0,0.02069,0.00117,0.00226,0.00129,0.00079,0.01907,0.02516,13.5411,0.00064,0.00179,0.00573,0.0006,0,0.0003,0.13108,0.00023,0,0,0.00367,0,0.00011,0.0008,0,0.01478,0,0.00053,0,0.00045,0,0,0,0,0,0
272,MMP15,MMP,0,0,0,0,0,0.00477,0.00776,0,0.15432,11.71635,0.00047,0.00294,0.2191,0,0,0.00029,0.00013,0,0.00023,0,0.00057,0,0,0,0.00113,0,0,0,0,0,0,0,0,0,0,0,0.00016,0,0,0,0,0.00018,0,0,0,0,0,0,0,0,0,0,0,0,0.00011,0,0.00021,0.00033,0,0.0024,0.00152,0,0,0,0.00179,0,0.03225,0,0,0.00148,0,0,0,0,0.0004,0,0,0,0,0,0,0,0.0034,0.01371,0.01568,0,0,0.021,0,0.02285,0,0.00256,0,0.11796,0,0.02528,0.00123,0.00165,0.00105,0.00038,0.01659,0.02119,10.27187,0.00053,0.00259,0.00391,0.00556,0,0.00019,0.1086,0.00055,0,0,0.00362,0,0.00043,0.00133,0,0.00355,0,0.00051,0,0.0003,0,0,0,0,0,0
273,MMP16,MMP,0,0,0,0,0,0.00238,0.00761,0,0.16023,16.63849,0,0.00505,0.24212,0,0,0,0,0,0.0002,0,0.00043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00019,0,0,0.00159,0,0,0,0.00095,0,0.01065,0,0,0.00114,0,0,0,0,0.00022,0,0,0,0,0,0,0,0.00397,0.00991,0.01178,0.00068,0.0004,0.0114,0,0.02367,0,0.0003,0,0.06576,0,0.01807,0,0.00138,0.00087,0.00047,0.01019,0.02717,11.69602,0.00058,0.00256,0.00083,0.00128,0,0,0.07772,0.00056,0,0,0.00201,0,0,0,0,0.00683,0,0.00047,0,0.00023,0,0,0,0,0,0
274,MMP17,MMP,0,0,0,0,0.0002,0.00284,0.00224,0,0.10294,4.2478,0,0.00223,0.43352,0,0,0,0.00142,0,0.00013,0,0.00032,0,0,0,0.00035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00019,0,0.00016,0,0,0,0,0,0,0,0,0,0.00015,0,0,0.00071,0.0003,0,0.00513,0.00285,0,0,0,0.0009,0,0.0329,0,0,0.00123,0,0,0,0,0.0003,0.00035,0,0,0,0,0,0.00084,0.00499,0.01231,0.01025,0.00053,0,0.03732,0,0.01934,0.00041,0.00046,0,0.19018,0,0.0244,0.00126,0.0008,0.00072,0.00049,0.0126,0.01371,13.51386,0.00043,0.00217,0.00453,0.0058,0.00062,0.00065,0.11155,0,0,0,0.00108,0,0.00013,0,0.00011,0.00272,0,0.00071,0,0.00025,0,0,0,0,0,0
275,MMP18,MMP,0,0,0,0,0.00081,0.00542,0.01018,0,0.18009,7.67499,0,0.00355,0.12571,0,0,0.00038,0.00029,0,0.00042,0,0.00104,0,0,0,0.00165,0,0,0,0,0,0,0,0,0,0,0,0.00011,0,0,0,0,0.00016,0,0.00021,0,0,0,0,0,0,0,0,0,0.00015,0.00033,0,0,0.00034,0,0.00277,0.00233,0,0,0,0.00193,0,0.01667,0,0.00016,0.00112,0,0,0,0,0.00035,0,0,0,0,0,0,0.00014,0.00547,0.01591,0.0251,0.00119,0,0.03117,0,0.02787,0,0.00174,0,0.12305,0,0.02707,0.00138,0.00153,0.00118,0.00039,0.01311,0.02909,9.08414,0.00066,0.00177,0.00553,0.00447,0,0.00064,0.11816,0,0,0,0.00249,0.00403,0.00041,0.00054,0.00021,0.00356,0,0.00109,0,0.00052,0,0,0,0,0,0
276,MMP19,MMP,0,0,0,0,0,0.00023,0.00106,0,0.06788,4.68348,0,0.0008,0.16551,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011,0.00194,0,0,0,0.00038,0,0.01837,0,0,0.00067,0,0,0,0,0.00018,0,0,0,0,0,0,0,0.00026,0.00372,0.00677,0,0,0.00729,0,0.01399,0,0,0,0.05276,0,0.01646,0,0.00079,0,0.00013,0.00359,0.01377,9.86763,0.00044,0,0.0007,0,0,0,0.08699,0,0,0,0,0,0,0,0,0.00105,0,0.00031,0,0.00024,0,0,0,0,0,0
277,MMP1,MMP,0,0,0,0,0,0.0028,0.00346,0,0.08234,4.54988,0,0.00168,0.13032,0,0,0,0.00052,0,0.00016,0,0.00052,0,0,0,0.00035,0,0,0,0,0,0,0,0.00011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0.00028,0,0,0.0017,0,0,0,0,0.00059,0,0.00754,0,0,0.00088,0,0,0,0.00017,0,0,0,0,0,0,0,0,0.00116,0.00737,0.0124,0.00049,0,0.01518,0,0.01636,0,0.00062,0,0.06393,0,0.01206,0.00055,0.00097,0.00061,0.00026,0.00786,0.01409,5.19422,0.00044,0.00048,0.00202,0.0011,0.00048,0.00045,0.05841,0.00041,0,0,0.00018,0,0.00017,0,0,0.03103,0,0.0007,0,0.00015,0,0,0,0,0,0
278,MMP2,MMP,0,0,0,0,0,0.00535,0.00436,0,0.12756,5.76283,0.0001,0.00304,0.19392,0,0,0.00033,0.00018,0,0.00021,0,0.00051,0,0,0,0.00047,0,0,0,0,0,0,0,0,0,0,0.00012,0.00012,0,0,0,0,0.00011,0,0.00014,0,0,0,0,0,0,0,0,0,0,0,0,0.00061,0.00039,0,0.00202,0.00185,0,0,0,0.00199,0,0.01934,0,0,0.00177,0,0,0,0,0.00032,0,0,0,0,0,0,0.00052,0.00373,0.01577,0.0162,0,0,0.02728,0.00031,0.02721,0,0.0023,0,0.10834,0,0.02569,0.00175,0.0021,0.00088,0.00065,0.01469,0.02414,9.45898,0.00055,0.00223,0.00493,0.00775,0,0.0005,0.14697,0.00018,0,0,0.00327,0.00032,0.00018,0.00134,0.00019,0.00315,0,0.00066,0,0.00026,0,0,0,0,0,0
279,MMP3,MMP,0,0,0,0,0.00013,0.00526,0.00458,0,0.17976,8.58757,0,0.0034,0.27908,0,0,0.00016,0.00052,0,0.00018,0,0.00105,0,0,0,0.00051,0,0,0,0,0,0,0,0.00027,0,0,0,0,0.00018,0,0,0,0.00014,0,0,0,0,0,0,0,0,0,0,0,0,0.00013,0,0,0.00026,0,0.00227,0.00111,0,0,0,0.00127,0,0.03623,0,0,0.00196,0,0,0,0.00034,0.00042,0,0,0,0,0,0,0.00062,0.00629,0.01717,0.01468,0.00124,0,0.02679,0,0.02209,0,0.00078,0.00013,0.18893,0,0.02387,0.00112,0.00188,0.00102,0.00088,0.01558,0.0226,9.47516,0.00055,0.00251,0.00493,0.00627,0.00133,0.00073,0.10725,0,0,0,0.00268,0,0.00028,0,0,0.00314,0,0.00066,0,0.0004,0,0,0,0,0,0
280,MMP4,MMP,0,0,0,0,0,0.00437,0.00402,0,0.15461,10.22029,0,0.00297,0.31632,0,0,0.0003,0.00033,0,0.00032,0,0.0014,0,0,0,0.00111,0,0,0,0,0,0,0,0,0,0.00011,0,0,0,0,0,0,0.00015,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0.00035,0,0.00168,0.00231,0,0,0,0.00205,0,0.03539,0,0,0.00197,0,0,0,0,0.00027,0,0,0,0,0,0,0,0.00458,0.01651,0.01559,0.00071,0,0.02791,0,0.02755,0,0.00078,0,0.12136,0,0.02516,0.00133,0.00286,0.00067,0.00058,0.01574,0.0252,12.23205,0.00071,0.00166,0.00479,0,0,0.00143,0.16669,0,0,0,0.00353,0.00025,0.00013,0.00107,0,0.00315,0,0.00058,0,0.00025,0,0,0,0,0,0
