,sample_id,site,Archaea|Candidatus Bathyarchaeota,Archaea|Candidatus Korarchaeota,Archaea|Candidatus Verstraetearchaeota,Archaea|Candidatus Woesearchaeota,Archaea|Crenarchaeota,Archaea|Euryarchaeota,Archaea|Thaumarchaeota,Bacteria|Abditibacteriota,Bacteria|Acidobacteria,Bacteria|Actinobacteria,Bacteria|Aquificae,Bacteria|Armatimonadetes,Bacteria|Bacteroidetes,Bacteria|Balneolaeota,Bacteria|Caldiserica,Bacteria|Calditrichaeota,Bacteria|Candidatus Adlerbacteria,Bacteria|Candidatus Amesbacteria,Bacteria|Candidatus Aminicenantes,Bacteria|Candidatus Andersenbacteria,Bacteria|Candidatus Atribacteria,Bacteria|Candidatus Azambacteria,Bacteria|Candidatus Beckwithbacteria,Bacteria|Candidatus Berkelbacteria,Bacteria|Candidatus Bipolaricaulota,Bacteria|Candidatus Buchananbacteria,Bacteria|Candidatus Campbellbacteria,Bacteria|Candidatus Chisholmbacteria,Bacteria|Candidatus Cloacimonetes,Bacteria|Candidatus Collierbacteria,Bacteria|Candidatus Curtissbacteria,Bacteria|Candidatus Dadabacteria,Bacteria|Candidatus Doudnabacteria,Bacteria|Candidatus Edwardsbacteria,Bacteria|Candidatus Eisenbacteria,Bacteria|Candidatus Falkowbacteria,Bacteria|Candidatus Fermentibacteria,Bacteria|Candidatus Giovannonibacteria,Bacteria|Candidatus Gottesmanbacteria,Bacteria|Candidatus Gracilibacteria,Bacteria|Candidatus Harrisonbacteria,Bacteria|Candidatus Jacksonbacteria,Bacteria|Candidatus Jorgensenbacteria,Bacteria|Candidatus Kaiserbacteria,Bacteria|Candidatus Kapabacteria,Bacteria|Candidatus Kerfeldbacteria,Bacteria|Candidatus Kryptonia,Bacteria|Candidatus Latescibacteria,Bacteria|Candidatus Levybacteria,Bacteria|Candidatus Liptonbacteria,Bacteria|Candidatus Magasanikbacteria,Bacteria|Candidatus Marinimicrobia,Bacteria|Candidatus Melainabacteria,Bacteria|Candidatus Microgenomates,Bacteria|Candidatus Moranbacteria,Bacteria|Candidatus Niyogibacteria,Bacteria|Candidatus Nomurabacteria,Bacteria|Candidatus Omnitrophica,Bacteria|Candidatus Pacebacteria,Bacteria|Candidatus Parcubacteria,Bacteria|Candidatus Peregrinibacteria,Bacteria|Candidatus Poribacteria,Bacteria|Candidatus Portnoybacteria,Bacteria|Candidatus Roizmanbacteria,Bacteria|Candidatus Rokubacteria,Bacteria|Candidatus Ryanbacteria,Bacteria|Candidatus Saccharibacteria,Bacteria|Candidatus Schekmanbacteria,Bacteria|Candidatus Staskawiczbacteria,Bacteria|Candidatus Sumerlaeota,Bacteria|Candidatus Sungbacteria,Bacteria|Candidatus Taylorbacteria,Bacteria|Candidatus Tectomicrobia,Bacteria|Candidatus Terrybacteria,Bacteria|Candidatus Uhrbacteria,Bacteria|Candidatus Vogelbacteria,Bacteria|Candidatus Wildermuthbacteria,Bacteria|Candidatus Woesebacteria,Bacteria|Candidatus Wolfebacteria,Bacteria|Candidatus Yanofskybacteria,Bacteria|Candidatus Yonathbacteria,Bacteria|Candidatus Zambryskibacteria,Bacteria|Chlamydiae,Bacteria|Chlorobi,Bacteria|Chloroflexi,Bacteria|Chrysiogenetes,Bacteria|Coprothermobacterota,Bacteria|Cyanobacteria,Bacteria|Deferribacteres,Bacteria|Deinococcus-Thermus,Bacteria|Dictyoglomi,Bacteria|Elusimicrobia,Bacteria|Fibrobacteres,Bacteria|Firmicutes,Bacteria|Fusobacteria,Bacteria|Gemmatimonadetes,Bacteria|Ignavibacteriae,Bacteria|Kiritimatiellaeota,Bacteria|Lentisphaerae,Bacteria|Nitrospinae,Bacteria|Nitrospirae,Bacteria|Planctomycetes,Bacteria|Proteobacteria,Bacteria|Rhodothermaeota,Bacteria|Spirochaetes,Bacteria|Synergistetes,Bacteria|Tenericutes,Bacteria|Thermodesulfobacteria,Bacteria|Thermotogae,Bacteria|Verrucomicrobia,Bacteria|candidate division AD3,Bacteria|candidate division CPR2,Bacteria|candidate division CPR3,Bacteria|candidate division NC10,Bacteria|candidate division WPS-2,Bacteria|candidate division WWE3,Bacteria|candidate division Zixibacteria,Eukaryota|Apicomplexa,Eukaryota|Ascomycota,Eukaryota|Bacillariophyta,Eukaryota|Basidiomycota,Eukaryota|Blastocladiomycota,Eukaryota|Chlorophyta,Eukaryota|Chytridiomycota,Eukaryota|Cryptomycota,Eukaryota|Microsporidia,Eukaryota|Mucoromycota,Eukaryota|Streptophyta,Eukaryota|Zoopagomycota
226,LFS3,LFS,0,0,0,0,0,0.00203,0.00645,0,0.15351,7.88531,0.00105,0.00326,0.41498,0,0,0,0.00063,0,0.00028,0,0.00158,0,0,0,0.00085,0,0,0,0,0,0,0,0,0,0,0,0.00032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016,0.0002,0,0.00382,0,0,0,0,0.00056,0,0.0414,0,0,0.00105,0,0,0,0,0.00016,0,0,0,0,0,0,0,0.00311,0.01196,0.01289,0,0,0.02021,0.00022,0.02209,0,0.00106,0,0.25299,0,0.02457,0.0006,0.00177,0.00122,0.00047,0.02051,0.0211,13.0199,0.00053,0.00046,0.00437,0.00065,0.00073,0.00047,0.10017,0.00051,0.00025,0,0.00024,0,0.00035,0,0.00025,0.00368,0,0.00064,0,0.00026,0,0,0,0,0,0
227,LFS4,LFS,0,0,0,0,0,0.00129,0.00404,0,0.14499,4.03355,0,0.00285,0.57368,0,0,0.00057,0.00093,0,0.00012,0,0.00233,0,0,0,0,0,0,0,0.00025,0,0,0,0,0,0.00013,0,0,0,0.00012,0,0,0.00022,0,0.00032,0,0,0,0,0.00031,0,0,0,0,0,0,0,0.00024,0.00025,0,0.00305,0.00208,0,0,0,0.00348,0,0.04488,0,0,0,0,0,0,0.00016,0,0,0,0,0,0,0,0,0.01034,0.01115,0.01696,0.00192,0,0.02213,0,0.02485,0,0.00129,0,0.1137,0,0.0382,0.00075,0.00278,0.00078,0.00067,0.04051,0.01535,14.63311,0.0007,0.00199,0.00223,0.00148,0,0.0008,0.12343,0.00015,0,0,0.00359,0,0,0.0006,0.00012,0.00368,0,0.00134,0,0.00133,0,0,0,0,0,0
228,LFS5,LFS,0,0,0,0,0,0.00307,0.00525,0,0.14112,4.8634,0,0.00227,0.68392,0,0,0.00025,0.00059,0,0.00027,0,0.00096,0,0,0,0,0,0,0,0,0,0,0,0.00012,0,0.00013,0,0,0,0,0,0,0.00022,0,0.00022,0,0,0,0,0,0.00013,0,0.00012,0,0.00013,0,0,0.00069,0.00037,0,0.00169,0.0029,0,0,0,0.00311,0,0.03458,0,0,0.00265,0,0,0,0,0.0006,0,0,0,0,0,0,0,0.00822,0.01931,0.01682,0.00068,0,0.02071,0.00011,0.02641,0,0.00117,0,0.10612,0,0.03283,0.00035,0.00185,0.00099,0.00057,0.0416,0.01416,12.97586,0.00053,0.00183,0.00514,0.00298,0,0.00038,0.10694,0.0008,0,0,0.00244,0.00022,0,0.00072,0,0.17738,0,0.00122,0,0.00043,0,0,0,0.00012,0,0
229,LFS6,LFS,0,0,0,0,0,0.00431,0.00645,0,0.15622,6.23715,0.00088,0.00239,0.73007,0,0,0.00019,0.00062,0,0.00013,0,0.00042,0,0,0,0.00096,0,0,0,0,0,0,0,0.00019,0,0,0,0,0,0,0,0,0.00018,0,0.00034,0,0,0,0,0,0,0,0,0,0,0.00011,0,0.00017,0.00023,0,0.00366,0.00203,0,0,0,0.00206,0,0.07301,0,0,0.00218,0,0,0,0,0.00035,0,0,0,0,0.00015,0,0,0.00875,0.01663,0.01597,0.00108,0,0.02626,0,0.02526,0,0.0042,0,0.14746,0.00019,0.03667,0.00109,0.00163,0.00075,0.00061,0.02766,0.02149,13.78195,0.00058,0.0025,0.006,0.00217,0.00075,0.00066,0.12162,0.00142,0,0,0.0029,0,0.00021,0.00101,0.00014,0.00279,0,0.00104,0,0.00022,0,0,0,0,0,0
230,LFS7,LFS,0,0,0,0,0.00016,0.00393,0.00276,0,0.1665,3.22224,0.00023,0.00273,0.23348,0,0,0.00014,0.00027,0,0.00022,0,0.00084,0,0,0.00016,0.00042,0,0,0,0.00032,0,0,0,0.00016,0,0,0.00014,0,0,0,0,0,0.00014,0,0.00019,0,0,0,0,0.00011,0,0,0,0.00039,0.00011,0.00013,0,0.0005,0.00038,0,0.00185,0.00089,0,0,0,0.00218,0,0.03526,0,0,0.0013,0,0,0,0.00058,0.00021,0,0,0,0,0,0,0,0.00411,0.01741,0.01688,0.00133,0,0.0197,0.0004,0.02343,0,0.00145,0,0.09263,0,0.02989,0.00116,0.00165,0.00103,0.0005,0.03233,0.01197,9.57661,0.00052,0.00241,0.00649,0.00188,0,0,0.11011,0,0,0,0.00032,0,0.0004,0.00051,0,0.00164,0,0.00062,0,0.00036,0,0,0,0,0,0
231,LFS8,LFS,0,0,0,0,0.00015,0.00369,0.00689,0,0.17267,5.50786,0.00023,0.00363,0.34343,0,0,0.00027,0.00073,0,0.00034,0,0.00033,0.00021,0,0,0.00099,0,0,0,0,0,0,0,0.00025,0,0,0,0,0,0,0,0,0.0002,0,0.00086,0,0,0,0.00019,0.00021,0,0,0,0,0,0.00024,0,0.00087,0.00037,0,0.00391,0.00134,0,0,0,0.00156,0,0.04333,0,0,0.00168,0,0,0,0,0.0004,0,0,0,0,0,0,0.00084,0.0068,0.02155,0.01747,0.0009,0,0.02158,0,0.02528,0,0.00055,0.00022,0.11453,0,0.03086,0.00151,0.00193,0.00114,0.0006,0.02653,0.01769,11.8996,0.00059,0.00209,0.00546,0.00664,0.00067,0.00014,0.14236,0.00099,0,0,0.00251,0.00014,0.0003,0.00081,0.00026,0.00275,0,0.00072,0,0.00059,0,0,0,0,0,0
232,LFS9,LFS,0,0,0,0,0,0.00215,0.00454,0,0.10665,5.90053,0.00074,0.00151,0.34365,0,0,0,0.00067,0,0.00017,0,0.00077,0,0,0,0,0,0,0,0,0,0,0,0.00016,0,0,0,0,0,0,0,0,0.00012,0,0.00057,0,0,0,0,0.0002,0,0,0,0,0.00013,0,0,0.00038,0.00014,0,0.00634,0.00208,0,0,0,0.00064,0,0.0438,0.00016,0,0.00098,0,0,0,0,0,0,0,0,0,0,0,0.00126,0.00757,0.00865,0.00913,0.00073,0,0.01564,0,0.01683,0,0.00023,0,0.06791,0,0.02821,0.00107,0.00163,0.00063,0.00061,0.01465,0.01422,12.25731,0.00037,0.00091,0.00246,0,0,0,0.09688,0,0,0,0.00134,0,0.00013,0,0.00017,0.00273,0,0.00095,0,0.00043,0,0,0,0,0,0
233,LM10,LM,0,0,0,0,0.0016,0.00604,0.04066,0,0.15644,4.37358,0.00272,0.00223,0.37384,0,0,0.0008,0.00138,0,0.00055,0,0.00065,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00061,0,0,0,0,0,0,0.00013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00042,0,0.00168,0.00202,0,0,0,0.00578,0,0.0088,0,0,0.00375,0,0,0,0,0.00057,0,0,0,0,0,0,0,0.00201,0.01577,0.02237,0.00157,0,0.03289,0.00041,0.04058,0,0.0003,0.00042,0.12212,0.00013,0.04455,0,0.00297,0.00144,0.00084,0.05367,0.02462,11.5629,0.00101,0.00195,0.00419,0,0.00153,0,0.10506,0,0,0,0.0061,0,0,0,0.00016,0.00207,0,0.00078,0,0.0006,0,0,0,0,0,0
234,LM11,LM,0,0,0,0,0.00027,0.00286,0.06371,0,0.11131,4.52183,0,0.00141,0.55826,0,0,0.00037,0,0,0.00019,0,0.00059,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00027,0,0.0007,0,0,0,0,0.00269,0,0.01949,0,0,0.00214,0,0,0,0,0.00058,0,0,0,0,0,0,0,0.00551,0.01283,0.01811,0,0,0.02488,0,0.0281,0.0008,0.0003,0,0.0991,0,0.03068,0.00238,0.00153,0.00107,0.00047,0.0468,0.02416,11.4802,0.00082,0.00149,0.00407,0.00488,0.00111,0,0.10795,0,0,0,0.00216,0,0.00029,0,0.00241,0.01911,0,0.00335,0,0.0003,0,0,0,0.00018,0,0
235,LM12,LM,0,0,0,0,0,0.00093,0.01273,0,0.09221,2.7239,0,0.00075,0.17878,0,0,0,0,0,0,0,0,0,0,0.0015,0,0,0,0,0,0,0,0,0,0,0.00029,0,0.00014,0,0,0,0,0.00016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00026,0,0.00206,0,0,0,0,0.00908,0,0.00087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0.00704,0.00999,0,0,0.00868,0,0.01843,0,0.00028,0,0.0549,0,0.03856,0,0,0.00188,0,0.05279,0.02448,8.97243,0.00065,0.00194,0.00565,0,0,0,0.07901,0.00023,0,0,0.00074,0.00014,0,0,0.00062,0.00267,0,0.00217,0,0.00026,0,0,0,0,0,0
236,LM13,LM,0.00011,0,0,0,0.00233,0.00747,0.04372,0,0.17192,3.43245,0.0014,0.00402,0.58954,0,0,0.00052,0.00034,0,0.00051,0,0.00146,0,0,0,0.00117,0,0.00023,0,0,0,0,0,0.00011,0,0.00035,0,0,0,0,0.00026,0,0.00019,0.00011,0.00022,0,0,0,0,0.00018,0.00014,0,0.00017,0,0.00019,0,0,0.00123,0.00046,0,0.00351,0.00195,0,0,0,0.006,0,0.01305,0.00046,0,0.00366,0,0,0,0,0.0007,0,0,0,0,0,0,0.0003,0.00683,0.01932,0.02968,0.00091,0,0.02838,0.00037,0.03997,0,0.00162,0.00033,0.148,0,0.04493,0.00281,0.00261,0.00118,0.00099,0.04925,0.02346,12.45868,0.00099,0.00214,0.00765,0.00053,0,0.00042,0.09747,0.0002,0,0,0.00431,0,0.00012,0,0.00093,0.03826,0,0.00169,0,0.00055,0,0,0,0,0,0
237,LM14,LM,0,0,0,0,0.00022,0.00468,0.04271,0,0.12606,4.31509,0,0.00298,0.31972,0,0,0,0.00025,0,0.00034,0,0.00042,0,0,0,0.00117,0,0,0,0,0,0,0,0,0,0.00041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028,0,0.00061,0,0,0,0,0.00503,0,0.01485,0,0,0.00307,0,0,0,0,0.00032,0,0,0,0,0,0,0,0.00321,0.01325,0.01842,0,0,0.0178,0,0.0257,0,0.00117,0.00027,0.10132,0,0.04133,0.00086,0.00252,0.00077,0.00073,0.05646,0.01951,10.78165,0.0008,0.00135,0.00322,0.00013,0.00112,0.00038,0.09054,0,0,0,0.00361,0.00018,0,0,0.00032,0.0034,0,0.00112,0,0.00018,0,0,0,0,0,0
238,LM15,LM,0,0,0,0,0,0.00207,0.05259,0,0.09846,3.06973,0,0.00218,0.87945,0,0,0,0,0,0.00015,0,0.00046,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00023,0,0,0,0,0,0,0.00013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00018,0,0.00046,0.00132,0,0,0,0.00364,0,0.0065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00019,0,0.01393,0.0148,0.00102,0,0.01805,0,0.02266,0.00074,0.00123,0,0.07487,0,0.04669,0.00043,0.00126,0.00099,0.0005,0.03504,0.01531,10.66057,0.0009,0.0007,0.00535,0.00117,0.00089,0,0.08554,0,0,0,0.00035,0.00025,0.00032,0,0.00018,0.02126,0,0.00103,0,0.00034,0,0,0,0,0,0
239,LM16,LM,0,0,0,0,0.00229,0.00576,0.03371,0,0.12937,3.16801,0,0.00119,0.50164,0,0,0.00025,0.00593,0,0.00027,0,0.00049,0,0,0,0.00134,0,0,0,0,0,0,0,0,0,0.0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00013,0.00011,0,0,0,0,0,0.00018,0,0.00077,0.00015,0,0,0,0.00535,0,0.01691,0,0,0.00199,0,0,0,0.00057,0.00035,0,0,0,0,0,0,0,0.00162,0.01191,0.02132,0.00085,0,0.01979,0,0.02361,0,0.00405,0.00024,0.09766,0,0.03652,0.0008,0.00233,0.00069,0.00067,0.03858,0.01912,10.05234,0.00092,0.00052,0.00315,0.0018,0.00094,0.00039,0.08311,0,0,0,0.00238,0.00022,0,0,0.00065,0.00712,0,0.0008,0,0.00025,0,0,0,0,0,0
240,LM17,LM,0.00033,0,0,0,0.00329,0.00477,0.04212,0,0.10771,2.76578,0,0.00232,0.73036,0,0,0,0.00015,0,0.00029,0,0.00035,0,0,0,0,0,0,0,0,0,0,0,0,0.0002,0.0003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011,0,0.00017,0.00037,0,0.00124,0.00131,0,0,0,0.00516,0,0.01692,0,0,0.00198,0,0,0,0,0,0,0,0,0,0,0,0.00026,0.00679,0.01238,0.01598,0,0,0.01512,0,0.02463,0,0.00013,0,0.08391,0,0.03321,0.00245,0.0021,0.00069,0.00059,0.02777,0.01587,11.05372,0.00083,0.00166,0.00274,0.00129,0.00068,0.00055,0.0841,0,0,0,0.00406,0.00015,0,0,0.00078,0.00623,0,0.00193,0,0.00032,0,0,0,0,0,0
241,LM18,LM,0,0,0,0,0,0.00232,0.01271,0,0.05921,2.78301,0,0.00098,0.22699,0,0,0,0,0,0,0,0,0,0,0,0.00117,0,0,0,0,0,0,0,0,0,0.00016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0.00178,0,0.01188,0,0,0.00084,0,0,0,0,0.00034,0,0,0,0,0,0,0,0.0008,0.00796,0.00919,0.00097,0,0.01624,0,0.01908,0,0,0,0.06344,0,0.02764,0.00092,0.00113,0.00082,0.00051,0.01988,0.01463,6.53196,0.00045,0.00041,0.00203,0,0,0,0.05362,0,0,0,0.00021,0,0,0.00057,0,0.00195,0,0.00034,0,0,0,0,0,0,0,0
242,LM19,LM,0.00021,0,0,0,0.00086,0.00554,0.03193,0,0.09259,3.48978,0.00114,0.00195,0.18748,0,0,0.00041,0.00012,0,0.00027,0,0.00048,0,0,0,0.00122,0,0,0,0.00027,0,0,0,0,0,0.00035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00043,0.00033,0,0.00172,0.00158,0,0,0,0.00855,0,0.0118,0,0,0.00315,0,0,0,0,0.00044,0,0,0,0,0,0,0,0.00533,0.01274,0.02123,0.00079,0,0.02631,0,0.02634,0,0.00167,0,0.12079,0,0.03755,0.00143,0.00172,0.00087,0.00059,0.04216,0.01905,7.18719,0.00063,0.00213,0.00419,0.00157,0.00123,0.00139,0.06156,0.00011,0,0,0.00033,0,0.00031,0,0.00025,0.00227,0,0.00042,0,0.00026,0,0,0,0,0,0
243,LM1,LM,0.00026,0,0,0,0.0252,0.00904,0.04662,0,0.1451,4.80935,0.00112,0.00226,0.18835,0,0,0.00066,0.00014,0,0.00031,0,0.00046,0,0,0,0.00193,0,0,0,0,0,0,0,0.00019,0,0.00023,0,0,0,0.00011,0,0,0,0,0.00012,0,0,0,0,0,0,0,0,0,0,0.00011,0,0.00016,0.00038,0,0.00231,0.00174,0,0,0,0.00418,0,0.00377,0,0,0.00172,0,0,0,0,0.00025,0.00014,0,0,0,0,0,0,0.002,0.01899,0.03649,0.00115,0,0.02723,0,0.03536,0,0.0038,0,0.12408,0.00045,0.07144,0.00119,0.00421,0.00132,0.00083,0.03991,0.02763,8.48182,0.00096,0.0026,0.00682,0.00373,0,0.00132,0.10641,0,0,0,0.00259,0,0.00046,0.00086,0.0001,0.0022,0,0.00042,0,0.00044,0,0,0,0,0,0
244,LM20,LM,0,0,0,0,0,0.0033,0.01282,0,0.09611,2.65673,0,0.00149,0.3628,0,0,0.00021,0,0,0.00021,0,0.00104,0,0,0,0.00079,0,0,0,0.0003,0,0,0,0,0,0.00018,0,0,0,0,0,0,0.00013,0,0,0,0,0,0,0,0,0,0,0.00011,0,0,0,0,0.00016,0,0.00095,0,0,0,0,0.00347,0,0.01324,0,0,0.00133,0,0,0,0,0.0002,0,0,0,0,0,0,0,0.0082,0.01542,0.01476,0,0,0.01864,0,0.02038,0,0.00232,0.00018,0.07153,0,0.02415,0.00118,0.00127,0.00118,0.00084,0.02663,0.0182,7.48457,0.00073,0.00155,0.0041,0.00239,0,0,0.06183,0,0,0,0.00206,0,0,0,0.00105,0.00735,0,0.00236,0,0.0003,0,0,0,0,0,0
245,LM21,LM,0,0,0,0,0,0.00425,0.01518,0,0.09417,3.35502,0,0.00177,0.21279,0,0,0,0,0,0.00032,0,0.00044,0,0,0,0.00107,0,0,0,0,0,0,0,0,0,0.0001,0.00054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00012,0,0,0,0.00014,0,0.00145,0.00051,0,0,0,0.00263,0,0.02074,0,0,0.0012,0,0,0,0,0,0,0,0,0,0,0,0,0.00459,0.00937,0.01289,0.0012,0,0.01628,0,0.02092,0,0.00088,0.00018,0.07011,0,0.03124,0.0005,0.00161,0.00073,0.00037,0.03275,0.01907,7.10642,0.00074,0.00198,0.00326,0.0005,0,0.00022,0.06401,0,0,0,0.00337,0,0,0.00073,0.00025,0.00352,0,0.00113,0,0.00031,0,0,0,0,0,0
246,LM22,LM,0,0.00016,0,0,0.00036,0.00362,0.01616,0,0.0999,3.52266,0,0.00195,0.1762,0,0,0,0,0,0.00019,0,0.0004,0,0,0,0.00107,0,0,0,0,0,0,0,0,0,0.00021,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0.00016,0,0,0,0,0,0,0,0,0.00019,0,0,0,0,0,0,0.00165,0,0.01207,0.00023,0,0.00145,0,0,0,0.00012,0.00023,0,0,0,0,0,0,0,0.00641,0.01019,0.01108,0.00119,0,0.02062,0,0.01843,0,0.00017,0,0.06825,0,0.02295,0,0.00133,0.00077,0.00047,0.02742,0.01537,7.02274,0.00052,0.00087,0.00254,0.00298,0.00076,0,0.06722,0,0,0,0.00033,0,0,0.00103,0,0.0025,0,0.00087,0,0.00047,0,0,0,0,0,0
247,LM23,LM,0,0,0,0,0,0.00317,0.012,0,0.12921,3.05429,0,0.00324,0.61317,0,0,0.00045,0.0003,0,0.00022,0,0.00073,0,0,0,0.00102,0,0.0003,0,0,0,0,0,0,0,0.00021,0,0,0,0,0,0,0,0,0.0002,0,0,0,0,0,0,0,0,0,0.00017,0.00024,0,0,0.0003,0,0.00218,0.00197,0,0,0,0.00187,0,0.03299,0,0,0.00172,0,0,0,0,0.00045,0,0,0,0,0,0,0,0.00373,0.01409,0.01321,0.0013,0,0.02445,0.00036,0.03007,0,0.00369,0.0002,0.08565,0,0.03301,0.00106,0.00246,0.00109,0.00058,0.02984,0.01691,14.44074,0.00087,0.00042,0.00516,0.00214,0,0,0.12796,0,0,0,0.00398,0,0.00031,0.00147,0.0002,0.00314,0,0.00079,0,0.00048,0,0,0,0,0,0
248,LM25,LM,0,0,0,0,0.00175,0.00389,0.03139,0,0.14079,3.91879,0.00175,0.0026,0.29201,0,0,0.00046,0.00019,0,0.0003,0,0.00067,0,0,0,0.00108,0,0,0,0,0,0,0,0,0,0.00023,0,0,0,0,0,0,0.00017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00027,0.00025,0,0.00135,0.00136,0,0,0.00015,0.00404,0,0.02166,0,0,0.00177,0,0,0,0,0.00044,0,0,0,0,0,0,0.00069,0.00684,0.01406,0.0194,0.001,0,0.02232,0,0.0262,0,0.0052,0,0.10618,0,0.03237,0.00131,0.0018,0.00077,0.00071,0.03269,0.02084,9.63075,0.00072,0.00171,0.00668,0.01452,0.00135,0,0.09043,0.00012,0,0,0.00316,0,0.00033,0,0.00052,0.00442,0,0.00145,0,0.00037,0,0,0,0,0,0
249,LM26,LM,0,0,0,0,0,0.00311,0.02472,0,0.11082,2.75136,0.00081,0.00121,0.31317,0,0,0,0,0,0.00024,0,0.00117,0,0,0,0.00113,0,0,0,0,0,0,0,0,0,0.00022,0,0,0,0,0,0,0.00024,0,0,0,0,0,0.00031,0,0,0,0.00013,0,0,0,0,0.0001,0.00022,0,0.00076,0,0,0,0,0.00156,0,0.01335,0,0,0.00102,0,0,0,0,0.00056,0,0,0,0,0,0,0,0.00038,0.00861,0.00893,0.0017,0,0.0171,0,0.02032,0,0.00714,0.00014,0.06005,0,0.02594,0,0.00122,0.00099,0.00084,0.02718,0.01669,8.7311,0.0005,0.00136,0.00361,0.00012,0,0,0.068,0,0,0,0.00233,0,0.0002,0,0.00044,0.01564,0,0.00103,0,0.00026,0,0,0,0,0,0
250,LM27,LM,0,0,0,0,0,0.0033,0.05258,0,0.1301,2.79635,0.00076,0.00115,0.6258,0,0,0,0.0003,0,0.00032,0,0.00046,0,0,0,0.00144,0,0,0,0,0,0,0,0,0,0.00029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00013,0,0,0.00016,0,0.00015,0.00026,0,0.00138,0.00108,0,0,0,0.00301,0,0.01388,0,0,0.00185,0,0,0,0,0,0,0,0,0,0,0,0,0.00587,0.01454,0.01598,0,0,0.01724,0,0.02472,0,0.00109,0,0.09424,0,0.03206,0.00061,0.00283,0.00115,0.00056,0.03321,0.01563,10.45329,0.00066,0.00183,0.00454,0.0041,0,0.00066,0.10195,0,0,0,0.00307,0,0,0,0.00075,0.00634,0,0.00133,0,0.00034,0,0,0,0,0,0
251,LM2,LM,0.00012,0,0,0,0.00422,0.00775,0.03101,0,0.21107,5.94951,0.00045,0.00257,0.24726,0,0,0.00091,0.00045,0,0.00037,0,0.00018,0,0,0,0.00137,0,0,0,0,0,0,0,0.00011,0,0.0003,0,0,0,0,0,0,0,0,0.00017,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00034,0,0.00314,0.00277,0,0,0,0.00431,0,0.00601,0,0,0.00263,0,0.00033,0,0,0.00037,0.00014,0,0,0,0,0,0.00107,0.01569,0.02059,0.0284,0,0,0.0272,0,0.0405,0,0.00192,0,0.12416,0,0.05735,0.0016,0.00365,0.00137,0.00079,0.0593,0.02588,9.53816,0.00084,0.00287,0.00685,0.00279,0.00239,0.00329,0.11494,0.00107,0,0,0.00657,0,0.00023,0.00187,0.00113,0.00731,0,0.00152,0,0.00022,0,0,0,0,0,0
252,LM3,LM,0,0,0,0,0.00048,0.00567,0.03123,0,0.21664,4.61673,0.00067,0.0028,0.18688,0,0,0.00056,0.01287,0,0.00033,0,0.00062,0.00023,0,0,0.00097,0,0,0,0,0,0,0,0.00014,0,0.0001,0,0,0,0,0,0,0,0,0.00052,0,0,0,0,0,0.00013,0,0.00014,0,0,0.00014,0,0.00023,0.00042,0,0.00284,0.00184,0,0,0,0.00185,0,0.00446,0,0.00015,0.00214,0,0.00012,0,0,0.00032,0.00016,0,0,0,0,0,0.00102,0.00404,0.01703,0.02355,0.00147,0.00019,0.01974,0,0.02494,0.00071,0.00387,0,0.10478,0,0.05133,0.00091,0.00193,0.00159,0.00061,0.02028,0.02909,9.45204,0.00059,0.0016,0.00265,0.00378,0.00087,0.0013,0.14037,0,0,0,0.00317,0,0.00012,0.00085,0.00027,0.00539,0,0.00134,0,0.00019,0,0,0,0,0,0
